Cell_ID,Traffic_Load_Mbps,Spectrum_Usage_%,Interference_Level_dB,Power_Consumption_W,Resource_Allocated
46,334.6359193,99.83953495,17.31673803,19.87681564,0
47,162.7384273,67.9696708,23.4774884,26.0552315,1
48,264.8333304,75.77014253,44.26405634,22.84795104,0
49,277.8880369,56.61660549,47.21052544,47.58794558,0
50,100.5786832,78.96495064,38.428143,43.0756,0
51,485.0964676,98.06424472,38.37938497,31.38880474,0
52,389.8150834,87.46988889,37.22666357,20.93124716,0
53,470.3544814,62.20272801,31.31963361,14.12775722,0
54,448.4654017,72.13058554,9.77741208,19.21133362,0
55,302.9709896,71.2716657,29.42130004,5.917777425,0
56,461.7183752,54.89738838,2.82966658,12.17646224,0
57,53.36132601,94.29250903,1.535342761,8.979444285,0
58,106.0316026,69.0728025,41.89978197,33.13396166,0
59,32.16137157,74.71298056,27.02667411,24.41235729,1
60,169.4118621,64.56238874,0.819388065,13.18583023,1
61,200.4518719,57.61978134,13.63594233,31.2448656,1
62,142.9610256,95.10553099,34.1468582,24.5475349,0
63,416.0813795,51.86987388,46.96785509,47.21860009,0
64,184.8091301,69.99397507,42.20517837,31.415414,0
65,147.6579097,86.53477135,22.2562145,34.49334301,0
66,275.9210807,65.44289591,14.27850578,34.21439658,1
67,79.05287024,72.30143035,15.50598546,18.62809412,1
68,403.0765206,78.22386255,36.68125123,44.63432592,0
69,46.5298154,99.75408061,40.22151237,33.16038857,0
70,493.5745989,87.91506689,18.27349222,48.88878889,0
71,388.399937,98.35576869,31.14297748,48.17739209,0
72,107.370684,84.6572737,37.2807524,31.41983574,0
73,12.70583739,63.4526444,42.28526506,8.22759866,0
74,409.5760999,64.37444045,32.04601236,36.75975389,0
75,356.3600985,91.12321517,43.21481686,5.376274521,0
76,367.2135123,71.38567456,14.07747824,36.05526025,0
77,387.9224699,68.51120967,34.93894271,26.36490094,0
78,46.28187935,97.25470132,20.10282219,29.75229608,0
79,185.648207,50.66165832,46.43186153,45.17395283,0
80,66.77583917,76.24834426,10.9388292,36.32020952,1
81,432.9206787,88.75383286,39.36803321,25.89989362,0
82,315.4160821,86.80845081,46.58286289,42.51615116,0
83,172.1400322,68.37871936,34.12211233,19.31040223,0
84,41.14359164,76.78241559,39.45057723,45.21650619,0
85,162.3813376,50.27886473,44.3078549,9.832893806,0
86,169.3398278,76.74151349,15.47645729,45.8751415,1
87,367.5070274,79.52006132,6.225932232,32.53961373,0
88,322.403161,93.73956688,46.8250352,43.76420546,0
89,444.7342439,60.53686349,1.875208,34.65323706,0
90,241.3853133,91.25728562,24.23047379,44.60570837,0
91,68.60118051,85.90332554,16.12322018,38.9361199,0
92,359.4899457,83.30154324,27.72967956,6.574976514,0
93,382.7846738,69.71939122,49.46591609,13.42642262,0
94,285.0258268,68.37171907,2.286424491,24.54955315,1
95,387.7739182,85.16306112,38.48078918,45.372217,0
96,251.9598422,99.51116071,1.228291813,49.61038017,0
97,266.1390864,70.26768796,13.06198936,11.85043026,1
98,219.495099,95.92998888,35.27759145,47.6724428,0
99,22.4553721,79.32725412,13.74139787,20.40480189,1
100,62.86679923,93.40828268,30.53701637,14.67314019,0
101,25.40030099,60.85952235,48.34028536,9.728457132,0
102,321.8411015,88.11160374,43.73667419,9.361274015,0
103,164.0344307,91.74717554,41.81646291,47.04643868,0
104,259.1996387,91.608457,9.677079863,22.16189335,0
105,454.7075722,89.23556893,13.58912401,47.92209078,0
106,132.1531923,65.20978149,39.37914184,27.77870462,0
107,211.0876323,76.09751099,36.52475229,22.50954892,0
108,380.2200579,64.98523901,14.56651616,40.11714739,0
109,122.1111011,67.14829534,21.44575435,25.83753605,1
110,47.72015582,65.06094418,32.42677859,28.38243183,0
111,151.9782119,64.2113524,26.27646303,44.49499092,1
112,88.99843075,84.67108363,22.80541187,39.50153547,0
113,465.5518496,82.51318497,5.005610102,40.56913263,0
114,405.978986,60.21321173,21.74800185,33.71290104,0
115,320.3678407,84.57593601,49.60817515,12.29235527,0
116,437.0156892,64.5534298,17.09684783,10.07078941,0
117,403.7993177,60.08591673,34.6998398,38.67043439,0
118,101.4193289,87.36259402,25.29022512,38.32373322,0
119,447.3539093,68.14340464,39.73613398,25.51947807,0
120,274.2776985,78.46752622,37.41374903,21.22063424,0
121,405.645676,60.00619802,47.22023383,45.44943665,0
122,449.084737,80.68469187,32.53690916,20.62794811,0
123,165.8217027,60.39967173,47.38833066,16.78502869,0
124,63.92544302,58.34384617,2.077518432,38.37233638,1
125,121.6882296,69.32642859,20.34056633,12.11742387,1
126,219.2828164,89.50309197,33.76237981,34.15046856,0
127,410.8272353,58.82671741,24.01485365,41.09878745,0
128,431.7579858,55.85132838,46.60876625,36.76303126,0
129,13.40654396,51.58238462,7.025233479,20.02778868,1
130,260.2661783,70.79828783,24.01061833,34.95351255,1
131,214.5313915,64.10125324,42.80882625,24.4768311,0
132,118.8328271,64.60542253,37.87245765,26.59726728,0
133,68.73402999,99.09709714,39.56050056,37.64234173,0
134,175.431434,59.70617015,23.12107944,33.92503908,1
135,472.0257549,72.92135253,16.92141588,18.09097366,0
136,168.3694367,99.31840856,25.31705107,16.0498774,0
137,264.2074047,51.53090263,10.05399754,44.09548476,1
138,354.4792899,84.83287223,32.06755536,43.20715815,0
139,188.1785052,68.55414761,39.32251417,23.08292204,0
140,486.1732205,95.30488068,3.590242825,43.92313638,0
141,481.5991745,95.59707189,29.9540931,27.01560536,0
142,133.373325,69.3606368,28.77201018,43.24307671,1
143,253.6517679,61.07317326,13.20317267,13.19248886,1
144,157.4303718,71.40017192,49.76805276,39.44570761,0
145,149.5718422,98.26531373,24.98942825,23.51762999,0
146,28.0746042,64.06992946,44.40004147,27.5427608,0
147,308.6865237,99.06588991,9.51825345,29.88030859,0
148,256.3127214,90.96957489,37.44239814,35.54766634,0
149,35.22458811,63.37261658,3.96462343,9.765636102,1
150,146.5367675,89.55347335,3.406036275,16.30748158,0
151,455.0502841,52.48997216,9.606789169,37.46520237,0
152,127.3853264,77.40316883,36.86397477,5.01950804,0
153,80.99848732,67.86745696,49.84869298,21.95398601,0
154,249.8318525,71.34679992,40.54864787,19.74004196,0
155,492.9687225,73.6427169,21.23458651,27.285173,0
156,128.607083,75.13563801,32.17928778,49.21477434,0
157,339.3464182,82.82061372,23.73049426,38.72081903,0
158,383.1936115,84.83885139,12.37050073,48.11653876,0
159,126.4423966,98.78520183,30.79370693,15.40664094,0
160,366.8260108,88.13893344,26.48074563,35.92853214,0
161,190.213735,84.38988879,26.88865241,37.21619667,0
162,319.829857,69.6229442,3.170051762,48.5199367,0
163,320.4295583,55.89040322,6.052685933,49.83987181,0
164,272.5295952,52.93942097,24.98472901,30.98721396,1
165,54.24198733,73.88423552,17.93582566,21.57280472,1
166,419.2982228,83.41283563,21.25000729,38.87713936,0
167,167.1822318,82.50799256,19.50208932,20.36013769,0
168,101.3940701,97.64307101,35.57116543,13.08451893,0
169,29.97981936,69.12149866,8.928025252,32.44934105,1
170,299.5375422,81.38919066,47.1070096,37.00030674,0
171,342.0065373,94.39369109,23.52040194,22.96800151,0
172,18.12803617,70.20388783,17.01923222,49.93254885,1
173,260.9255986,73.88715764,1.058808404,18.2973937,1
174,120.9829298,96.1486448,17.75622961,15.50761379,0
175,326.1346673,77.51209765,31.28775273,37.80073063,0
176,95.43955021,89.98049691,39.86314226,5.665900483,0
177,348.5594917,96.78119181,36.60027401,28.57926164,0
178,199.5003197,78.55290193,28.66099431,22.22931823,1
179,468.9976945,55.45934845,21.80430151,9.299308264,0
180,77.38526263,91.08499769,26.27243826,21.67380318,0
181,177.122512,90.88910827,48.08965027,30.42807904,0
182,65.60202541,55.74925972,48.30499228,29.33768646,0
183,463.099873,77.40590758,40.16453043,49.531936,0
184,439.8962832,74.35428177,8.341858991,14.70650152,0
185,136.3913976,92.35814664,46.71108912,40.8723955,0
186,333.3921826,63.73139162,32.39439219,43.97314701,0
187,410.4388781,71.31388541,23.88997679,8.571196454,0
188,282.0483977,80.23955224,28.07165143,5.670774734,0
189,269.5287834,75.86225963,23.8210748,11.1998396,1
190,128.5076225,97.75171373,23.91004557,8.35514437,0
191,55.62035622,98.03286639,21.56040228,46.14983415,0
192,449.6357214,54.07862454,44.79235556,8.446411541,0
193,451.204848,64.89234961,22.79207683,27.23300426,0
194,320.2197141,50.37674079,11.00717278,49.71276947,0
195,176.1245976,70.89301743,11.43770761,22.29267601,1
196,181.1126916,83.10695264,6.58056816,17.22475242,0
197,365.7182826,73.56423905,27.71401064,45.80538676,0
198,449.5840274,53.35909368,16.24109998,26.7476853,0
199,444.6723479,59.79781188,28.87023183,38.90657259,0
200,392.1390175,58.66456742,46.54295307,25.05225894,0
201,324.5955066,75.55641449,47.78162259,26.97897934,0
202,51.22858285,83.88400079,15.28992566,44.17439283,0
203,89.19806991,65.81627116,11.01049807,45.76304124,1
204,450.2915524,56.52300322,2.766964748,15.54553458,0
205,307.1502392,89.9298824,13.6445351,30.45269031,0
206,14.50655529,92.91809184,25.31470161,47.93597458,0
207,59.721056,63.82441067,30.13038349,46.97224185,0
208,335.1158669,71.03738512,4.908003985,45.07659175,0
209,12.48017608,54.09655513,12.27480114,44.82396823,1
210,88.79594519,61.38486316,2.097810356,47.71615632,1
211,278.8795568,88.3500189,38.81067983,44.54622061,0
212,349.0286469,68.25989448,13.50805587,31.26248038,0
213,329.4610172,80.23461327,28.4563209,45.54552528,0
214,119.8919616,97.30922402,23.01086282,27.00201765,0
215,358.9678185,86.18189229,23.86816899,10.05333334,0
216,126.2520529,72.67260923,33.28443797,20.31441728,0
217,169.4458521,68.34401552,20.52051709,16.61176209,1
218,375.7807885,59.52635075,12.49213727,10.11248815,0
219,328.3201205,87.80700365,20.47764651,33.83869212,0
220,426.1194711,55.62126096,41.1881479,13.8290504,0
221,332.2303172,53.06968452,28.10452925,13.35581703,0
222,288.4712156,55.24143376,48.83088358,18.68961568,0
223,55.90063624,62.14526934,39.25031863,15.92343278,0
224,190.1807435,81.35617074,41.28010569,29.78135112,0
225,139.9491602,93.06650667,39.13326141,5.701955552,0
226,129.5549253,99.63112015,22.11598934,24.88392511,0
227,486.7751718,86.57420739,40.17837117,34.63977467,0
228,202.6178851,57.29885478,31.54068003,13.45149052,0
229,447.102812,63.88523791,11.28378785,11.74507623,0
230,319.2579267,56.59933721,4.748280247,45.76203512,0
231,399.4575387,55.77758908,24.94253048,41.90274157,0
232,256.2921756,78.38663243,29.14553234,16.49984609,1
233,292.6829035,95.33615285,17.47058975,42.57174144,0
234,251.33367,84.21631807,31.48205866,44.87793676,0
235,105.669064,90.03250986,7.538096083,10.15880971,0
236,364.0015365,75.40483807,40.3161682,38.85524236,0
237,147.5784576,73.76605523,20.03906702,28.55352993,1
238,21.91482355,96.87422831,36.29715948,37.72632354,0
239,326.281425,86.0982319,42.64890635,37.04053882,0
240,96.78423291,72.96705553,11.94378078,25.81203471,1
241,470.8247063,66.62912233,27.27140253,5.729524874,0
242,477.4250027,54.65637466,6.249673077,34.98081406,0
243,458.2835512,91.04914555,2.12894299,31.6384804,0
244,191.3777631,58.46618464,2.002451658,26.94011307,1
245,17.5737421,75.75079147,47.50784702,36.12205635,0
246,464.8760957,81.86396197,2.239686171,30.41550959,0
247,219.8102327,87.20390526,30.15792824,20.82905883,0
248,483.6608613,54.16717791,2.869568053,40.74391511,0
249,482.1737888,50.53430695,35.73099919,38.32229609,0
250,427.9746332,85.30042479,24.46619636,31.26041497,0
251,154.2799571,72.71956374,10.41785066,28.21326397,1
252,198.697887,59.05676799,30.16544233,34.04158391,0
253,427.056969,99.1013706,16.71068545,32.53066008,0
254,165.2917825,89.56770776,7.575651792,14.31785391,0
255,93.05144588,78.92565306,36.98848423,12.30353844,0
256,282.8326186,85.10535464,19.08870057,16.44972844,0
257,468.7158393,57.75117282,23.45893558,21.20356451,0
258,351.0546004,98.11125975,1.932507747,43.65925854,0
259,289.3299733,99.81835395,28.18617287,9.976089153,0
260,57.61648195,82.42227549,25.68658426,35.15361681,0
261,311.3535411,83.41563007,37.42421844,10.13990567,0
262,495.1263866,85.22292629,23.90713073,21.81613822,0
263,78.64116747,83.28931117,42.20162907,22.88560965,0
264,263.9815297,71.92704142,17.40069967,37.24727727,1
265,439.9128052,77.03381186,37.35725113,45.09904826,0
266,372.9766227,64.13630987,12.08674642,33.76400857,0
267,351.5377131,72.34239582,43.16118695,45.67954909,0
268,354.2172012,71.8051653,17.59456417,22.00811514,0
269,186.1506641,64.40702112,36.81989902,39.01490852,0
270,153.8600037,89.33524097,40.21236279,30.82644082,0
271,406.5869662,70.48360022,8.206280645,39.29506374,0
272,406.9555634,77.58576395,40.06229587,35.59983071,0
273,434.8654361,57.80452616,14.48098245,20.77520136,0
274,457.4878708,73.74834501,29.75956657,29.62151598,0
275,260.5577754,88.07276656,26.08030179,49.00109957,0
276,255.7429844,72.22628196,29.28061213,34.31920311,1
277,401.1646377,77.88706919,39.42941153,36.02854889,0
278,328.4823261,85.08532921,41.56576983,15.14252064,0
279,353.9637699,69.44877873,12.53815999,30.07632752,0
280,399.938408,67.66412763,9.461585927,16.73219582,0
281,446.1026175,54.2870979,4.185699762,38.93850393,0
282,175.6176269,79.11361972,35.29964137,38.09278913,0
283,194.0356468,85.34792745,23.81035781,40.42761059,0
284,56.05115052,79.06262308,7.469352136,5.098472706,1
285,293.3572691,64.17626725,24.16379939,35.68720631,1
286,27.61171416,63.11684381,49.22804468,13.00864858,0
287,238.1430289,57.97438066,27.88781954,5.55375971,1
288,275.895871,52.34954155,43.60388405,41.5755925,0
289,150.4052135,71.34390181,4.418574931,44.45764095,1
290,299.5082977,58.02601606,45.10372243,43.51716159,0
291,24.94512247,84.53988505,27.90657085,5.176781311,0
292,28.30061249,98.08665048,26.99801735,6.305191818,0
293,413.0742747,53.67407778,6.887221802,38.57584739,0
294,186.4934143,94.64778918,22.84298946,44.89256432,0
295,72.2596512,82.88580442,24.22647613,7.945074675,0
296,265.8991974,93.01394904,6.999689563,37.50121971,0
297,387.296841,57.74794256,16.7789324,31.33474687,0
298,115.7523035,95.32410143,43.94351004,23.8411549,0
299,315.2163332,97.89359107,1.667861775,37.47405129,0
300,51.82025785,95.33570545,26.18293867,43.26855476,0
301,35.32404337,89.27498157,39.08315948,39.75548731,0
302,270.3637695,54.51521286,48.3870221,32.04968046,0
303,274.9112096,61.03655357,32.90490388,12.35934362,0
304,322.3406517,95.65676056,2.014959966,9.350356367,0
305,365.7847535,61.47121486,35.95544857,20.19298621,0
306,488.1675189,67.38570162,36.45697533,20.58862908,0
307,262.9871707,52.52384473,26.85625698,25.70472927,1
308,168.2486717,81.40465023,18.89051951,18.97052818,0
309,399.6412354,78.16504611,21.98304354,25.2709127,0
310,142.7078031,98.0885834,47.26046801,49.79451989,0
311,225.0959961,94.61723176,44.36991888,22.77532342,0
312,48.44362686,75.29719454,14.20723833,20.70697408,1
313,22.42186427,80.46686515,3.703462409,26.10817356,0
314,481.6977232,70.65984101,37.24929617,37.12768699,0
315,419.6302591,56.62295687,26.64996224,44.10680746,0
316,351.027361,93.38952977,32.01306782,21.54742286,0
317,210.3869428,77.47692905,47.1931256,39.14513632,0
318,94.91421683,71.26960619,47.14399954,6.987349975,0
319,86.65415091,53.4232703,41.51013687,31.62452187,0
320,132.6190201,83.26917042,13.24679245,43.07227288,0
321,279.1210657,69.98324529,40.06779097,13.13709923,0
322,360.1520021,62.68479331,42.35658855,32.07979127,0
323,333.4967146,93.83766359,0.044499351,48.24609188,0
324,147.1676095,59.18159172,20.42793364,11.34586785,1
325,477.8839875,75.75099372,15.65024937,44.00786284,0
326,371.5694892,89.78780093,42.19677282,37.99147532,0
327,281.6334857,92.45373866,5.389932802,19.43425338,0
328,309.7431657,90.93527,31.10792867,41.82912999,0
329,215.6040306,94.83131677,25.45920092,36.78007755,0
330,131.3881849,57.11786888,46.25371993,37.50621349,0
331,184.4266125,97.02292662,23.71249201,43.44334075,0
332,381.3445941,50.54014662,3.844744679,19.37149358,0
333,17.05280943,62.79520009,44.46739462,45.86885414,0
334,66.87559385,54.20193731,30.05914318,14.49272692,0
335,32.54129459,97.27665676,33.41558613,17.7795078,0
336,29.95711314,71.19678267,36.00195501,21.94311292,0
337,429.1756862,65.76347024,41.38977897,36.28519994,0
338,354.7923511,58.35437318,36.93775133,8.36278163,0
339,242.3451763,57.79089537,12.86332931,16.33224855,1
340,57.93873872,80.6965843,47.90412569,24.19165754,0
341,250.8917788,52.35420832,7.269168642,20.90479622,1
342,242.0011677,79.71651876,20.71893781,47.78621002,1
343,94.86891626,88.73246861,26.62162906,12.16570896,0
344,222.5873081,80.05074335,2.690638653,7.580485538,0
345,205.2673199,91.3289384,6.233679315,24.47427065,0
346,311.766548,63.2629352,9.445460301,11.05834678,0
347,321.1958889,53.85857588,43.51000257,27.99140809,0
348,32.19896479,86.04953085,30.07053765,7.318026345,0
349,193.5601812,91.40651952,5.036864004,46.51192486,0
350,316.6713587,75.08382683,36.64161378,18.40123692,0
351,256.5367667,91.030847,22.81442813,19.63636164,0
352,429.6800222,72.89595777,7.95663619,26.5887091,0
353,332.7598795,59.9263817,28.07518266,16.41865321,0
354,89.83786927,73.71970088,19.2330017,16.77939991,1
355,44.57868623,60.79753245,32.41877398,43.8472,0
356,324.7854463,73.60157854,49.01581824,44.69893702,0
357,22.99054217,57.37757796,36.37921711,7.55394618,0
358,297.0300348,59.27810357,25.62446802,14.37785798,1
359,470.7128183,94.14563827,30.63380564,28.43207447,0
360,291.9823472,55.79290903,38.69331573,49.76937864,0
361,200.2032638,61.213714,11.4985517,47.75151859,1
362,325.211227,99.77600253,6.763959447,38.43423493,0
363,234.5439163,78.8009258,28.79859026,25.43329391,1
364,277.3522268,79.29096086,37.27966414,44.71984729,0
365,471.3177563,92.24854382,21.11630557,30.25360911,0
366,199.1902925,76.21598182,9.689534589,10.69753513,1
367,480.9833763,61.08909767,31.90424677,19.40944853,0
368,453.6218146,71.12332782,33.83814217,45.83904038,0
369,105.937656,87.75006268,39.43291779,48.989419,0
370,43.98703743,93.62242192,29.31281224,43.73056477,0
371,59.38122067,63.66019125,18.29664844,19.09748374,1
372,18.92869457,63.09876321,10.95597485,44.23649452,1
373,56.27705077,66.38041031,2.124787746,6.851418342,1
374,344.673319,79.81053499,20.04119048,39.60539229,0
375,44.88243775,63.92545328,38.50940696,47.37184804,0
376,166.2980588,94.65684627,37.64396962,16.95617436,0
377,423.9889024,98.90037944,47.09985964,5.651534781,0
378,21.40324851,83.95599612,0.903979181,41.39328021,0
379,409.0895565,98.5149848,8.831155301,18.8739765,0
380,148.1088396,64.39252342,33.06143872,11.96020994,0
381,67.90076553,90.75851766,27.08928374,10.50888336,0
382,351.401211,83.92223199,35.90515628,6.793672036,0
383,318.1819949,63.15959153,19.43544284,47.52838301,0
384,439.9612866,65.92036401,17.63733846,36.04580817,0
385,370.1848115,74.43128333,34.93901269,23.49727526,0
386,403.7056559,89.58216683,20.43279907,37.34606794,0
387,148.1969406,93.61111346,12.9561999,36.89511638,0
388,96.94537645,81.69735219,15.08042826,41.8923286,0
389,377.8012283,86.07881861,10.97590413,16.99744039,0
390,405.3490222,63.19247688,0.559952959,41.07751731,0
391,495.3475196,87.05357749,34.59802064,10.494482,0
392,212.1826617,80.24899065,36.73970579,16.99586727,0
393,192.288862,61.14604526,39.58927268,46.26884738,0
394,390.4423508,97.50934858,8.965801958,19.01973935,0
395,176.9937347,75.64298047,45.69899164,46.06871397,0
396,466.0710895,89.72310097,16.56303738,28.70090585,0
397,430.6222484,76.28063834,44.72420933,20.5941511,0
398,220.2070734,96.64683582,13.61428928,24.74237936,0
399,377.9268232,57.06396923,2.105898377,6.524790614,0
400,379.7260083,77.30773129,25.90690841,19.84139302,0
401,60.53069573,51.2577501,26.51421211,10.08505034,1
402,452.2509243,59.86967963,45.04656933,43.09713488,0
403,257.5736625,64.05132523,33.50177065,44.42884852,0
404,414.9641584,73.63050355,41.31617388,40.8931038,0
405,166.8243045,91.00863287,42.65198804,6.661836953,0
406,448.806382,73.33272503,24.39102945,8.980241163,0
407,200.7088226,78.05935998,45.41412125,23.32337755,0
408,15.31044923,96.20271803,36.18620451,24.37850587,0
409,453.6371684,87.82662323,5.464323803,48.48391622,0
410,54.73047163,52.51016941,12.4638585,37.66236756,1
411,166.4636824,58.82312954,5.135822671,29.25399155,1
412,475.5303639,51.91087561,29.17830638,30.43311858,0
413,475.797502,53.45281304,11.16312915,35.89146922,0
414,290.9845652,66.9427401,47.11484806,35.19694055,0
415,319.600234,86.39292519,44.66818968,49.36337904,0
416,229.7383058,62.21764464,39.75573314,49.29648659,0
417,153.6732781,69.61431312,43.87508724,45.2059039,0
418,171.0456272,69.69373307,42.12845839,37.19226859,0
419,339.5340435,79.51532752,8.767883496,30.05070351,0
420,378.6635194,94.64595036,4.560320819,9.654263461,0
421,397.8737314,99.16136417,34.9152634,49.75910324,0
422,396.91289,80.23054822,17.11085925,41.20583016,0
423,54.69099049,75.25352399,31.30547294,39.61437817,0
424,252.2659493,84.09378425,31.70646532,30.48164407,0
425,38.20379241,83.40156237,42.8916504,10.39599004,0
426,279.2691523,76.19729313,8.08477902,10.20244956,1
427,226.3499457,86.84781494,44.25446079,29.06902397,0
428,444.9750496,74.56357015,16.22844748,25.77595766,0
429,181.9483562,99.82292131,44.53950506,36.3936401,0
430,67.36283805,52.44986517,10.18062521,43.8717863,1
431,80.06592421,72.16078109,8.004952741,5.763611981,1
432,383.1402095,69.8512172,30.78854761,31.46471785,0
433,312.926851,88.51519785,45.19333201,25.3488809,0
434,59.5501113,59.54126782,24.34132486,13.58202958,1
435,51.212335,71.7037749,4.123366623,18.43151493,1
436,353.4748744,84.89722683,43.51429587,47.00955795,0
437,45.65387312,80.15959332,24.87715785,38.0825075,0
438,412.7114291,77.25609157,25.26685487,45.91226043,0
439,356.0586913,71.74775662,10.80065377,20.16520464,0
440,49.86090251,87.60044001,9.929779878,17.6019183,0
441,51.5704799,82.3212564,30.49273397,16.68117933,0
442,493.4533935,93.73555127,21.53134042,28.54344576,0
443,193.3926899,86.64994432,7.389979314,34.27212345,0
444,191.6146521,57.02037822,48.86241997,38.34821614,0
445,408.271788,80.97690209,2.336726531,11.23986319,0
446,474.1518029,52.22692166,2.169924535,16.28490288,0
447,493.1405213,69.36854311,48.93057158,21.09212549,0
448,379.1553108,70.59688534,11.07101595,6.385840499,0
449,194.3671969,92.74414517,0.703726708,37.30082009,0
450,50.91535118,59.01858534,19.87607022,11.76095896,1
451,390.8019888,82.17707525,10.93126929,22.8019047,0
452,283.6180824,59.61935113,40.29099457,48.25850111,0
453,217.8687845,97.43350756,12.67325512,35.58126561,0
454,454.1136487,76.47484663,40.85890153,32.28376811,0
455,64.48676633,85.41068824,26.53920583,8.057813179,0
456,251.3863011,82.32726952,40.25194999,8.191085149,0
457,15.56328594,65.1819262,30.69601135,33.87573727,0
458,239.6437146,95.05988802,37.79029971,19.20542155,0
459,37.58860508,81.36243344,22.95041564,18.38451862,0
460,68.22077897,75.51590097,21.0552658,20.14183916,1
461,67.58786092,76.41803467,22.71657713,33.99204749,1
462,328.113048,94.53452621,37.16301068,11.89047333,0
463,375.5619908,52.95597364,22.11802045,47.61635931,0
464,295.8506949,69.4531046,14.59100952,48.07085547,1
465,481.4645488,92.08137639,40.53105467,36.47356115,0
466,193.686584,51.87576235,20.74108076,48.1414553,1
467,149.9989223,81.95906097,22.35280458,21.34326217,0
468,435.6135728,70.16320916,4.113791412,13.34148796,0
469,119.5619609,60.22917353,18.32395027,13.21199464,1
470,481.9790443,80.57024336,41.12731418,29.11171441,0
471,15.9556926,91.55305015,33.39197705,13.42554798,0
472,485.2406251,73.36697772,6.585950151,13.29063695,0
473,31.14835686,57.33686947,23.45368949,44.03407715,1
474,446.6601257,65.30756099,46.27375966,20.98309764,0
475,268.5735435,99.0676625,11.55367739,36.92340426,0
476,496.5527501,55.55459434,41.25499704,46.58059005,0
477,46.16031672,58.03575101,28.21094969,17.64797426,1
478,281.3885994,99.5088924,17.84160084,26.06971763,0
479,484.9582425,94.10507118,48.57603849,35.05541021,0
480,266.3179436,85.35643724,36.05500285,13.7084227,0
481,318.4053327,57.54916267,15.86378698,31.98166917,0
482,350.9168576,62.02745749,9.740784208,49.2497333,0
483,232.7251217,59.0091102,43.91828448,48.78321394,0
484,317.5034592,81.54774275,29.57196093,34.46103368,0
485,296.3140128,69.94344439,1.829969245,23.09988252,1
486,451.5674251,52.38895681,21.39055319,14.9612251,0
487,32.26872637,64.56461514,22.18418715,43.1991032,1
488,147.6719629,93.0326613,38.77215128,34.99172857,0
489,475.7016272,89.80211667,11.91870015,41.2558489,0
490,446.2292541,82.1505902,22.89175629,44.98827335,0
491,233.2718089,54.27717571,3.981846017,48.52092901,1
492,313.8649729,94.13954096,6.185327956,10.11398494,0
493,145.9167797,76.72589044,39.69844045,24.01174949,0
494,102.1793683,74.7288005,26.18481496,32.24557672,1
495,237.2122184,96.70317885,19.30106489,10.09172854,0
496,183.1425917,50.44220135,13.31252168,9.787744042,1
497,295.9914948,77.79486034,48.18152527,5.097178397,0
